BFD	RA	Dec	Diameter	mag	HD	HIP	Name
phi Ser	15.95404778	14.41447778		5.54	142980	78132	
13 eps CrB	15.95979167	26.87787222		4.14	143107	78159	
48 Lib	15.969825	-14.27935556		4.95	142983	78207	
6 pi. Sco	15.98086667	-26.11404444		2.89	143018	78265	
eta Lup	16.00203528	-38.3967		3.42	143118	78384	
49 Lib	16.00544306	-16.53328889		5.47	143333	78400	
7 del Sco	16.00555861	-22.62162222		2.29	143275	78401	Dschubba
50 Lib	16.01323111	-8.411352778		5.53	143459	78436	
15 rho CrB	16.01740556	33.30350556		5.39	143761	78459	
5 r Her	16.02064361	17.81839167		5.1	143666	78481	
14 iot CrB	16.02404583	29.85105833		4.98	143807	78493	
13 the Dra	16.03148528	58.56525833		4.01	144284	78527	
44 pi. Ser	16.03824778	22.80445		4.82	143894	78554	
X Her	16.044215	47.24036111		6.52	144205	78574	
6 ups Her	16.04663778	46.03669722		4.72	144206	78592	
eta Nor	16.05358278	-49.2297		4.65	143546	78639	
18 UMi	16.05870806	76.79394167		5.73	145622	78661	
iot01 Nor	16.05891472	-57.77506111		4.63	143474	78662	
43 Ser	16.06269222	4.986833333		6.07	144046	78685	
8 bet01 Sco	16.09062083	-19.80539722		2.56	144217	78820	Graffias
8 bet02 Sco	16.09071222	-19.80185278		4.9	144218	78821	
del Nor	16.10817361	-45.17321389		4.73	144197	78914	
the Lup	16.10987306	-36.80228056		4.22	144294	78918	
9 ome01 Sco	16.11345333	-20.66913611		3.93	144470	78933	
10 ome02 Sco	16.12342417	-20.86875833		4.31	144608	78990	
11 Sco	16.12678194	-12.7454		5.75	144708	79005	
45 Ser	16.12709417	9.891741667		5.63	144874	79007	
7 kap Her	16.13459028	17.04698056		5	145001	79043	Marsik
7 kap Her	16.13471	17.05439167		6.25	145000	79045	
46 Ser	16.13492111	10.08043611		6.74	144937	79047	
47 Ser	16.14113194	8.534311111		5.69	145002	79072	
11 phi Her	16.14616028	44.93491667		4.23	145389	79101	
8 Her	16.14628639	17.20563611		6.13	145122	79102	
16 tau CrB	16.149525	36.49092222		4.73	145328	79119	
iot02 Nor	16.15515222	-57.93431389		5.57	144480	79153	
14 Her	16.17342083	43.81764722		6.61	145675	79248	
19 UMi	16.18042333	75.87756111		5.48	146926	79280	
q Her	16.19131639	16.66569444		6.09	145647	79332	
10 Her	16.19389861	23.49480278		5.74	145713	79349	
14 nu. Sco	16.19992778	-19.46064722		4	145502	79374	Jabbah
15 psi Sco	16.19999889	-10.06421944		4.93	145570	79375	
16 Sco	16.20203194	-8.547580556		5.43	145607	79387	
12 c01 Sco	16.20445528	-28.41731389		5.67	145483	79399	
13 c02 Sco	16.20505694	-27.92637222		4.58	145482	79404	
20 UMi	16.20891583	75.21068056		6.36	147142	79420	
9 Her	16.22095278	5.021086111		5.46	145892	79488	
39 Nor	16.22138083	-53.67117222		6.03	145384	79490	
49 Ser	16.22175944	13.52802778		6.68	145958	79492	
zet Nor	16.22297139	-55.54094444		5.78	145361	79497	
kap Nor	16.22464667	-54.63046389		4.95	145397	79509	
17 chi Sco	16.23080722	-11.83774444		5.24	145897	79540	
1 del Oph	16.23910139	-3.693988889		2.73	146051	79593	Yed Prior
17 sig CrB	16.24455389	33.85751389		5.23	146361	79607	
13 Her	16.25035556	11.49003056		7.67	146279	79634	
the Nor	16.25425417	-47.37202222		5.13	145842	79653	
del TrA	16.2572975	-63.68568056		3.86	145544	79664	
16 Her	16.25795389	18.80808889		5.72	146388	79666	
18 Sco	16.26035278	-8.369394444		5.49	146233	79672	
18 ups CrB	16.27910778	29.15026111		5.8	146738	79757	
gam01 Nor	16.28359306	-50.06812222		4.97	146143	79790	
21 eta UMi	16.29174722	75.75531944		4.95	148048	79822	
d Sco	16.30497222	-28.61400833		4.8	146624	79881	
2 eps Oph	16.30534528	-4.692602778		3.23	146791	79882	Yed Posterior
19 Her	16.30657139	25.89668611		6.7	147025	79889	
lam Nor	16.32156889	-42.67396667		5.44	146667	79963	
22 tau Her	16.32901056	46.31336944		3.91	147394	79992	
gam02 Nor	16.33067306	-50.15550278		4.01	146686	80000	
del01 Aps	16.33911194	-78.69574167		4.68	145366	80047	
del02 Aps	16.34079361	-78.66749722		5.27	145388	80057	
19 omi Sco	16.34393889	-24.16932222		4.55	147084	80079	
20 sig Sco	16.3531425	-25.59280278		2.9	147165	80112	Alniyat
20 gam Her	16.365345	19.15302222		3.74	147547	80170	
50 sig Ser	16.36787472	1.029038889		4.82	147449	80179	
19 ksi CrB	16.36828389	30.892		4.86	147677	80181	
20 nu.01 CrB	16.37261778	33.79905		5.2	147749	80197	
21 nu.02 CrB	16.37478278	33.70348611		5.4	147767	80214	
23 Her	16.38236083	32.33301111		6.41	147835	80247	
14 eta Dra	16.39986278	61.51408333		2.73	148387	80331	
4 psi Oph	16.40171722	-20.03731667		4.48	147700	80343	
21 o Her	16.40300833	6.948205556		5.83	147869	80351	
25 Her	16.42338056	37.39405556		5.53	148283	80460	
24 ome Her	16.42359861	14.03328056		4.57	148112	80463	Kajam
5 rho Oph	16.42642833	-23.44719444		4.57	147933	80473	
7 chi Oph	16.45039972	-18.45619722		4.22	148184	80569	
eps Nor	16.45306556	-47.55478611		4.46	147971	80582	
3 ups Oph	16.46338333	-8.371675		4.62	148367	80628	
iot TrA	16.46592944	-64.05794167		5.28	147787	80645	
15 A Dra	16.46640306	68.76805833		4.94	149212	80650	
zet TrA	16.47448361	-70.08439167		4.9	147584	80686	
30 g Her	16.47737472	41.88167778		4.83	148783	80704	
34 Her	16.50167639	48.96109722		6.44	149081	80809	
22 i Sco	16.50346556	-25.11521667		4.79	148605	80815	
27 bet Her	16.50368278	21.48964444		2.78	148856	80816	Kornephoros
s Her	16.50931917	20.47918889		5.24	148897	80843	
10 lam Oph	16.51523	1.983894444		3.82	148857	80883	Marfik
8 phi Oph	16.51899111	-16.612725		4.29	148786	80894	
N Sco	16.52303694	-34.70436389		4.24	148703	80911	
31 Her	16.52515889	33.51367222		7.14	149141	80927	
9 ome Oph	16.5356075	-21.466475		4.45	148898	80975	
28 n Her	16.54324583	5.521222222		5.63	149121	81007	
29 h Her	16.54341444	11.48805		4.84	149161	81008	
gam Aps	16.55752306	-78.89715278		3.86	147675	81065	
32 Her	16.55808944	30.49906389		6.87	149420	81066	
mu. Nor	16.56806194	-44.04531667		4.86	149038	81122	
35 sig Her	16.56838333	42.43703056		4.2	149630	81126	
the TrA	16.59578306	-65.49539722		5.5	148890	81252	
23 tau Sco	16.5980425	-28.21601111		2.82	149438	81266	Alniyat
16 Dra	16.6031725	52.90004722		5.53	150100	81290	
17 Dra	16.60381139	52.92441389		5.07	150117	81292	
12 Oph	16.60595806	-2.324533333		5.77	149661	81300	
H Sco	16.60624222	-35.255325		4.18	149447	81304	
13 zet Oph	16.61931389	-10.56715278		2.54	149757	81377	Khan
42 Her	16.64579056	48.92834444		4.86	150450	81497	
R Ara	16.66242056	-56.99439167		6.73	149730	81589	
36 Her	16.67643083	4.2072		6.92	150379	81634	
37 Her	16.67741306	4.219791667		5.77	150378	81641	
18 g Dra	16.68197778	64.58904722		4.84	151101	81660	
40 zet Her	16.68818472	31.60193611		2.81	150680	81693	
eta01 TrA	16.68975306	-68.29611944		5.89	149671	81710	
24 Sco	16.69288417	-17.74216667		4.91	150416	81724	
39 Her	16.69352778	26.91688056		5.92	150682	81729	
14 Oph	16.69513361	1.181219444		5.74	150557	81734	
44 eta Her	16.71493472	38.92225556		3.48	150997	81833	
bet Aps	16.71796	-77.51744167		4.23	149324	81852	
41 Her	16.74999556	6.088194444		6.55	151090	81991	
16 Oph	16.75824278	1.020161111		6.02	151133	82037	
43 i Her	16.76385861	8.582613889		5.15	151217	82073	
22 eps UMi	16.76618028	82.03725278		4.21	153751	82080	
25 Sco	16.78092944	-25.52857222		6.72	151179	82140	
19 Oph	16.7860425	2.064527778		6.07	151431	82162	
45 l Her	16.7962275	5.24675		5.22	151525	82216	
alf TrA	16.81108167	-69.02771667		1.91	150798	82273	Atria
52 Her	16.82061611	45.98331389		4.82	152107	82321	
48 Her	16.82091028	29.96472222		6.59	151937	82324	
eta Ara	16.82976556	-59.041375		3.77	151249	82363	
20 Oph	16.83056361	-10.78301944		4.64	151769	82369	
26 eps Sco	16.83605889	-34.29320833		2.29	151680	82396	
47 k Her	16.83871694	7.247683333		5.48	151956	82402	
50 Her	16.844155	29.80653889		5.73	152173	82422	
21 Oph	16.85692278	1.215972222		5.51	152127	82480	
51 Her	16.86257306	24.65643056		5.03	152326	82504	
mu.01 Sco	16.86451056	-38.04732778		3	151890	82514	
49 Her	16.86801417	14.97421389		6.51	152308	82526	
mu.02 Sco	16.8722625	-38.01753333		3.56	151985	82545	
53 Her	16.88279389	31.701675		5.34	152598	82587	
zet01 Sco	16.89992389	-42.362025		4.7	152236	82671	
25 iot Oph	16.90013111	10.16536389		4.39	152614	82673	
zet02 Sco	16.90972389	-42.36130278		3.62	152334	82729	Grafias
23 Oph	16.90991472	-6.153977778		5.23	152601	82730	
56 Her	16.91726694	25.73068056		6.06	152863	82780	
54 Her	16.92282444	18.43321111		5.35	152879	82802	
19 h Dra	16.93380278	65.1348		4.88	153597	82860	
20 Dra	16.94035278	65.039125		6.4	153697	82898	
RR Sco	16.943845	-30.58005		6.97	152783	82912	
24 Oph	16.94665944	-23.15020278		5.57	152849	82925	
27 Sco	16.95310444	-33.25949444		5.48	152820	82960	
57 Her	16.95862389	25.35283889		6.27	153287	82987	
27 kap Oph	16.96113806	9.375030556		3.19	153210	83000	
zet Ara	16.97700361	-55.99014167		3.12	152786	83081	
eps01 Ara	16.99306861	-53.16044167		4.06	152980	83153	
26 Oph	17.00264278	-24.98906944		5.74	153363	83196	
58 eps Her	17.00482611	30.92640833		3.92	153808	83207	
30 Oph	17.01766722	-4.222633333		4.82	153687	83262	
59 d Her	17.02676694	33.56826944		5.27	154029	83313	
29 Oph	17.03090389	-18.88553611		6.28	153727	83331	
32 Oph	17.05218667	14.09194722		4.97	154143	83430	
eps02 Ara	17.0524175	-53.23698333		5.27	153580	83431	
61 Her	17.05839333	35.41405278		6.19	154356	83462	
k Sco	17.08037556	-34.12292778		4.83	154090	83574	
21 mu. Dra	17.08895556	54.47059167		4.91	154905	83608	Arrakis
60 Her	17.08963611	12.740825		4.89	154494	83613	
c Her	17.13390694	35.93517222		5.41	155103	83838	
22 zet Dra	17.14645139	65.71463889		3.17	155763	83895	Aldhibah
35 eta Oph	17.17294444	-15.72523611		2.43	155125	84012	Sabik
63 Her	17.18421194	24.23769722		6.2	155514	84054	
eta Sco	17.20255361	-43.23915278		3.32	155203	84143	
37 Oph	17.20772472	10.58516944		5.32	155644	84177	
64 alf01 Her	17.24412583	14.39037222		2.78	156014	84345	Rasalgethi
65 del Her	17.25053083	24.83919167		3.12	156164	84379	Sarin
67 pi. Her	17.25078694	36.80916389		3.16	156283	84380	
36 A Oph	17.25590861	-26.60005278		4.33	155885	84405	
VW Dra	17.27483278	60.67061389		6.32	156947	84496	
38 U Oph	17.27547694	1.210547222		5.89	156247	84500	
41 Oph	17.2768575	0		4.72	156266	84514	
lam UMi	17.28235389	89.03770833		6.31	183030	84535	
68 u Her	17.28876861	33.10010278		4.8	156633	84573	
69 e Her	17.294515	37.29149444		4.64	156729	84606	
39 omi Oph	17.30016722	-24.28420278		6.59	156350	84625	
39 omi Oph	17.30019861	-24.28688056		5.14	156349	84626	
e Oph	17.31027528	10.86447778		5.03	156681	84671	
74 Her	17.33920028	46.24078333		5.51	157325	84835	
72 w Her	17.34432417	32.46768889		5.38	157214	84862	
53 nu. Ser	17.34712778	-12.84688056		4.32	156928	84880	
70 Her	17.34839056	24.49943333		5.13	157198	84887	
40 ksi Oph	17.35006139	-21.11243333		4.39	156897	84893	
zet Aps	17.36652139	-67.77066944		4.76	156277	84969	
42 the Oph	17.36682889	-24.99948889		3.27	157056	84970	
iot Aps	17.36829889	-70.12320833		5.39	156190	84979	
V636 Sco	17.37957806	-45.61426944		6.68	156979	85035	
iot Ara	17.38779861	-47.4682		5.21	157042	85079	
43 Oph	17.38933083	-28.14282778		5.3	157236	85084	
75 rho Her	17.39471444	37.145925		5.47	157778	85112	
73 Her	17.40182944	22.96028333		5.7	157728	85157	
bet Ara	17.42166361	-55.52988611		2.84	157244	85258	
gam Ara	17.42323861	-56.37768889		3.31	157246	85267	
kap Ara	17.433345	-50.63350833		5.19	157457	85312	
44 b Oph	17.43950472	-24.17529167		4.16	157792	85340	
49 sig Oph	17.44191139	4.140355556		4.34	157999	85355	
47 Oph	17.44387028	-5.086488889		4.53	157950	85365	
77 x Her	17.44562278	48.26006389		5.83	158414	85379	
45 d Oph	17.45590944	-29.86701389		4.28	157919	85423	
23 bet Dra	17.50721556	52.30135833		2.79	159181	85670	Rastaban
76 lam Her	17.51230833	26.11064722		4.41	158899	85693	Maasym
34 ups Sco	17.51273194	-37.29580833		2.7	158408	85696	Lesath
24 UMi	17.51321639	86.96805278		5.78	166926	85699	
del Ara	17.51830806	-60.68385		3.6	158094	85727	
51 c Oph	17.52359806	-23.96263889		4.78	158643	85755	
78 Her	17.53043917	28.40749722		5.66	159139	85790	
alf Ara	17.53069194	-49.87614444		2.84	158427	85792	
27 f Dra	17.53274139	68.13502222		5.07	159966	85805	
24 nu.01 Dra	17.53622861	55.18411389		4.89	159541	85819	Kuma
23 del UMi	17.53694083	86.58646389		4.35	166205	85822	Yildun
25 nu.02 Dra	17.53774528	55.17281111		4.86	159560	85829	Kuma
29 Dra	17.54478056	74.22733889		6.61	160538	85852	
53 f Oph	17.57685944	9.586705556		5.8	159480	85998	
26 Dra	17.58321639	61.87454167		5.23	160269	86036	
52 Oph	17.58847194	-22.04381944		6.47	159376	86060	
sig Ara	17.59433111	-46.50567778		4.56	159217	86092	
Q Sco	17.60912222	-38.63533333		4.26	159433	86170	
82 y Her	17.61045944	48.58563611		5.35	160290	86182	
28 ome Dra	17.61585944	68.75796944		4.77	160922	86201	
79 Her	17.62530361	24.30998889		5.76	160181	86254	
55 ksi Ser	17.62644472	-15.39855278		3.54	159876	86263	
57 mu. Oph	17.63075389	-8.118766667		4.58	159975	86284	
pi. Ara	17.63486556	-54.50043611		5.25	159492	86305	
85 iot Her	17.65774556	46.00633056		3.82	160762	86414	
lam Ara	17.67328556	-49.41557778		4.76	160032	86486	
56 omi Ser	17.6902425	-12.87530278		4.24	160613	86565	
31 psi Dra	17.69898722	72.14883889		4.57	162003	86614	Dziban
31 psi Dra	17.69947111	72.15689444		5.81	162004	86620	
83 Her	17.70787833	24.56405		5.56	161074	86667	
84 Her	17.72265694	24.32783056		5.73	161239	86731	
58 Oph	17.72384778	-21.68308889		4.86	160915	86736	
60 bet Oph	17.7245425	4.567272222		2.76	161096	86742	Cebalrai
mu. Ara	17.73575139	-51.83405556		5.12	160691	86796	
61 Oph	17.74280361	2.579447222		6.16	161270	86831	
eta Pav	17.76221833	-64.723875		3.61	160635	86929	
86 mu. Her	17.77430972	27.72065278		3.42	161797	86974	
3 X Sgr	17.79267361	-27.83079167		4.53	161592	87072	
iot01 Sco	17.79307806	-40.12699444		2.99	161471	87073	
62 gam Oph	17.79821139	2.707277778		3.75	161868	87108	
87 Her	17.81365222	25.62286667		5.09	162211	87194	
30 Dra	17.8178575	50.78105278		5.02	162579	87212	
35 Dra	17.82417556	76.96288333		5.02	163989	87234	
G Sco	17.83096778	-37.04330556		3.19	161892	87261	
88 z Her	17.83425944	48.39415278		6.78	162732	87280	
iot02 Sco	17.83642	-40.09043333		4.78	161912	87294	
ups01 Ara	17.84122139	-53.61240556		5.68	161783	87314	
ups02 Ara	17.85306806	-53.13026944		6.09	161917	87379	
Y Oph	17.87741722	-6.143569444		6.18	162714	87495	
90 f Her	17.88834056	40.00794722		5.17	163217	87563	
32 ksi Dra	17.89214722	56.87264722		3.73	163588	87585	Grumium
63 Oph	17.91501167	-24.88709722		6.18	162978	87706	
34 Dra	17.91976417	72.00512778		5.43	164613	87728	
89 Her	17.92366361	26.04998889		5.47	163506	87747	
91 the Her	17.93755028	37.25053889		3.86	163770	87808	
33 gam Dra	17.94343806	51.48895		2.24	164058	87833	Etamin
OP Her	17.94681333	45.35085		6.22	163990	87850	
92 ksi Her	17.96274639	29.24787778		3.7	163993	87933	
94 nu. Her	17.97504139	30.18928333		4.41	164136	87998	
64 nu. Oph	17.98377556	-9.773625		3.32	163917	88048	Sinistra
4 Sgr	17.99654278	-23.81612778		4.74	163955	88116	
93 Her	18.00094861	16.75091667		4.67	164349	88128	
40 Dra	18.00098167	80.00085833		6.11	166865	88127	
41 Dra	18.00255722	80.00409444		5.74	166866	88136	
66 Oph	18.00438861	4.368619444		4.79	164284	88149	
57 zet Ser	18.00805833	-3.690269444		4.62	164259	88175	
67 Oph	18.01075444	2.931563889		3.93	164353	88192	
6 Sgr	18.02308944	-17.15686944		6.27	164358	88258	
95 Her	18.02511333	21.59578056		5.18	164668	88267	
68 Oph	18.02922194	1.305069444		4.42	164577	88290	
96 Her	18.03973611	20.83362778		5.25	164852	88331	
97 Her	18.04170972	22.92322778		6.22	164900	88346	
7 Sgr	18.04752778	-24.28246667		5.37	164584	88380	
69 tau Oph	18.05133222	-8.180286111		5.94	164764	88404	
9 Sgr	18.06456833	-24.36073333		5.89	164794	88469	
V986 Oph	18.07704389	1.918991667		6.14	165174	88522	
W Sgr	18.08367361	-29.58008889		4.66	164975	88567	Alnasl
70 p Oph	18.09093639	2.499811111		4.03	165341	88601	
10 gam Sgr	18.09680194	-30.42409722		2.98	165135	88635	Alnasl
98 Her	18.10052778	22.21888056		4.96	165625	88657	
the Ara	18.11052	-50.09148333		3.65	165024	88714	
99 b Her	18.11711278	30.56188056		5.05	165908	88745	
71 Oph	18.12176667	8.733866667		4.64	165760	88765	
72 Oph	18.122505	9.563663889		3.71	165777	88771	
103 omi Her	18.12570861	28.76248889		3.84	166014	88794	
100 Her	18.1304175	26.09733611		5.79	166046	88817	
100 Her	18.13043278	26.10128611		5.83	166045	88818	
pi. Pav	18.14300361	-63.66853611		4.33	165040	88866	
102 Her	18.14596972	20.81455556		4.37	166182	88886	
101 Her	18.14801806	20.04523333		5.1	166230	88899	
73 Oph	18.15941306	3.993286111		5.71	166233	88964	
iot Pav	18.17393278	-62.002225		5.47	165499	89042	
eps Tel	18.18715556	-45.95441667		4.52	166063	89112	
11 Sgr	18.19537083	-23.70123333		4.96	166464	89153	
104 A Her	18.19837694	31.40535		4.96	167006	89172	
13 mu. Sgr	18.22939111	-21.05883056		3.84	166937	89341	Polis
36 Dra	18.23162	64.39728611		4.99	168151	89348	
14 Sgr	18.23775028	-21.71316389		5.49	167036	89369	
15 Sgr	18.25358472	-20.72826667		5.29	167264	89439	
16 Sgr	18.25360278	-20.38796944		5.96	167263	89440	
37 Dra	18.25474389	68.75581111		5.96	168653	89448	
17 Sgr	18.27649194	-20.54449167		6.89	167570	89567	
38 Dra	18.28298361	68.74145556		6.79	169027	89594	
RS Sgr	18.29340139	-34.10726111		6.03	167647	89637	
eta Sgr	18.29378694	-36.76168611		3.1	167618	89642	
105 Her	18.31963333	24.44606111		5.3	168532	89773	
1 kap Lyr	18.33103056	36.06454722		4.33	168775	89826	
106 Her	18.33830972	21.96129722		4.92	168720	89861	
43 phi Dra	18.34594917	71.33780556		4.22	170000	89908	
74 Oph	18.34779472	3.377169444		4.85	168656	89918	
108 Her	18.34915806	29.858925		5.61	168913	89925	
19 del Sgr	18.34990056	-29.82810278		2.72	168454	89931	Kaus Media
107 t Her	18.35028333	28.86995833		5.12	168914	89935	
44 chi Dra	18.35066278	72.73365556		3.55	170153	89937	
58 eta Ser	18.35516694	-2.8988		3.23	168723	89962	
Y Sgr	18.35638528	-18.86000278		5.76	168608	89968	
ksi Pav	18.38711833	-61.49390278		4.35	168339	90098	
phi Oct	18.39345833	-75.044275		5.47	167468	90133	
zet Sct	18.39432861	-8.934408333		4.66	169156	90135	
109 Her	18.39496972	21.76973611		3.85	169414	90139	
39 b Dra	18.39851306	58.80058611		4.98	170073	90156	
2 mu. Lyr	18.40382917	39.50723889		5.11	169702	90191	Alathfar
18 Sgr	18.4170625	-30.756575		5.58	169233	90260	
21 Sgr	18.42251306	-20.54166667		4.81	169420	90289	
42 Dra	18.43309361	65.56348056		4.82	170693	90344	
alf Tel	18.44956	-45.96846667		3.49	169467	90422	
59 d Ser	18.45347639	0		5.2	169985	90441	
22 lam Sgr	18.46617806	-25.42169722		2.82	169916	90496	Kaus Borealis
zet Tel	18.48051639	-49.07056389		4.1	169767	90568	
gam Sct	18.48662583	-14.56581111		4.67	170296	90595	
60 c Ser	18.49471639	-1.985308333		5.38	170474	90642	
nu. Pav	18.52289611	-62.27830556		4.63	169978	90797	
del01 Tel	18.52928722	-45.91481111		4.92	170465	90830	
61 Ser	18.53249806	-1.002975		5.93	170920	90844	
del02 Tel	18.53387389	-45.75738333		5.07	170523	90853	
45 d Dra	18.54292361	57.04559722		4.77	171635	90905	
kap01 CrA	18.55641139	-38.72006944		6.31	170867	90969	
kap02 CrA	18.55642583	-38.72598611		5.67	170868	90968	
the CrA	18.55838472	-42.31250833		4.62	170845	90982	
24 Sgr	18.56485694	-24.03228333		5.49	171115	91004	
25 Sgr	18.57576667	-24.22238889		6.53	171237	91066	
alf Sct	18.58678528	-8.244063889		3.85	171443	91117	
e Ser	18.62665611	0		5.76	171978	91322	
XY Lyr	18.63513222	39.668325		6.02	172380	91373	
26 Sgr	18.69767472	-23.83342222		6.22	172546	91689	
del Sct	18.70456306	-9.05255		4.7	172748	91726	
46 c Dra	18.71054333	55.53940278		5.03	173524	91755	
zet Pav	18.71725972	-71.428125		4.01	171759	91792	
eps Sct	18.72534778	-8.275222222		4.88	173009	91845	
lam CrA	18.72970639	-38.32344167		5.11	172777	91875	
4 eps01 Lyr	18.73897472	39.67068056		4.67	173582	91919	
5 eps02 Lyr	18.73971778	39.61276667		4.59	173607	91926	
6 zet01 Lyr	18.74620944	37.60511111		4.34	173648	91971	
7 zet02 Lyr	18.74672417	37.59461667		5.73	173649	91973	
4 Aql	18.747205	2.060038889		5.02	173370	91975	
27 phi Sgr	18.76094083	-26.99077778		3.17	173300	92041	
110 Her	18.76103472	20.54629444		4.19	173667	92043	
28 Sgr	18.77239111	-22.39217778		5.37	173460	92111	
50 Dra	18.77284222	75.43396389		5.37	175286	92112	
5 Aql	18.77461028	0		5.89	173654	92117	
111 Her	18.78368528	18.18152222		4.34	173880	92161	
bet Sct	18.7862425	-4.747869444		4.22	173764	92175	
R Sct	18.79137472	-5.705141667		5.38	173819	92202	
205 Dra	18.79154972	49.432025		7.29	174343	92204	
mu. CrA	18.7957275	-40.40616111		5.2	173540	92226	
the Pav	18.81052917	-65.07767778		5.71	173168	92294	
eta01 CrA	18.814025	-43.68003611		5.46	173715	92308	
eta02 CrA	18.82638722	-43.43410278		5.6	173861	92382	
29 Sgr	18.8278075	-20.32465833		5.22	174116	92390	
8 nu.01 Lyr	18.82942056	32.81282222		5.93	174585	92398	
9 nu. Lyr	18.83136583	32.55106111		5.22	174602	92405	
10 bet Lyr	18.834665	33.36266944		3.52	174638	92420	Sheliak
30 Sgr	18.84735861	-22.16218889		6.29	174309	92480	
47 omi Dra	18.85336056	59.38835		4.63	175306	92512	
8 Aql	18.856155	-3.317855556		6.08	174589	92524	
lam Pav	18.87028806	-62.18756111		4.22	173948	92609	
112 Her	18.87123	21.42514167		5.43	174933	92614	
kap Tel	18.87767861	-52.10737222		5.18	174295	92646	
11 del01 Lyr	18.89543333	36.97172222		5.58	175426	92728	
33 Sgr	18.90002556	-21.35984167		5.68	174947	92747	
32 nu.01 Sgr	18.90282694	-22.74483889		4.86	174974	92761	Ain al Rami
